
ATNF Pulsar Catalogue
Catalogue Version: 2.1.1
#;NAME;PSRJ;P0;P1;F0;F1;DM;RM;W50;S1400;BINARY;DIST;AGE;
;;;(s);;(Hz);(s^-2);(cm^-3pc);(radm^-2);(ms);(mJy);(type);(kpc);(Yr);
3166;B1949+14;J1952+1410;0.275026;1.28e-16;3.636024;-1.694e-15;31.50;-12.00;5.100;*;*;1.586;3.40e+07;
3167;J1952+2513;J1952+2513;1.077647;1.06e-15;0.927947;-9.169e-16;246.90;*;19.000;0.03;*;8.418;1.60e+07;
3168;J1952+2630;J1952+2630;0.020732;4.27e-18;48.233775;-9.938e-15;315.32;-145.79;1.300;0.09;ELL1H+;10.031;7.69e+07;
3169;J1952+2702g;J1952+2702g;0.004140;*;241.545894;*;213.10;*;*;0.01;*;7.803;*;
3170;J1952+2836g;J1952+2836g;0.018020;*;55.493896;*;313.00;*;*;0.10;*;10.450;*;
3171;J1952+3021;J1952+3021;1.665665;1.08e-14;0.600361;-3.902e-15;189.10;*;26.000;0.02;*;7.484;2.44e+06;
3172;B1951+32;J1952+3252;0.039531;5.84e-15;25.296479;-3.740e-12;45.01;-182.00;4.700;1.00;*;3.000;1.07e+05;
3173;J1953+1149;J1953+1149;0.851890;2.86e-15;1.173860;-3.948e-15;140.03;*;13.000;*;*;10.521;4.71e+06;
3174;J1953+1844g;J1953+1844g;0.004440;*;225.225225;*;113.10;*;*;0.12;*;4.353;*;
3175;J1953+1846A;J1953+1846A;0.004888;*;204.582651;*;117.00;*;0.490;0.06;BT;4.000;*;
3176;J1953+1846B;J1953+1846B;0.079900;*;12.515645;*;119.00;*;*;*;*;4.000;*;
3177;J1953+1846C;J1953+1846C;0.028930;*;34.566194;*;116.20;*;*;*;*;4.000;*;
3178;J1953+1846D;J1953+1846D;0.100670;*;9.933446;*;119.04;*;*;*;*;4.000;*;
3179;J1953+2732;J1953+2732;1.333965;1.77e-15;0.749645;-9.964e-16;194.20;*;26.300;0.10;*;7.585;1.19e+07;
3180;J1953+2819;J1953+2819;1.011002;2.14e-15;0.989117;-2.095e-15;199.00;*;19.000;0.05;*;7.552;7.48e+06;
3181;J1953+30;J1953+30;1.271200;*;0.786658;*;43.61;*;51.000;*;*;2.968;*;
3182;J1954+1021;J1954+1021;2.099440;1.73e-15;0.476317;-3.936e-16;80.87;*;65.200;*;*;4.280;1.92e+07;
3183;J1954+2407;J1954+2407;0.193405;1.06e-15;5.170509;-2.824e-14;80.50;*;2.500;0.10;*;4.176;2.90e+06;
3184;J1954+2529;J1954+2529;0.931210;1.26e-15;1.073872;-1.452e-15;182.70;*;16.000;0.06;DD;7.803;1.17e+07;
3185;J1954+2836;J1954+2836;0.092709;2.12e-14;10.786433;-2.462e-12;*;*;*;*;*;1.960;6.94e+04;
3186;B1952+29;J1954+2923;0.426677;1.71e-18;2.343694;-9.396e-18;7.93;-16.00;6.000;8.00;*;0.536;3.95e+09;
3187;J1954+3852;J1954+3852;0.352933;6.60e-15;2.833395;-5.298e-14;65.36;*;4.000;*;*;4.664;8.47e+05;
3188;J1954+4357;J1954+4357;1.387041;2.20e-15;0.720959;-1.145e-15;130.30;*;100.000;*;*;10.084;9.98e+06;
3189;J1955+2527;J1955+2527;0.004873;9.12e-21;205.222255;-3.840e-16;209.96;*;*;0.23;*;8.176;8.47e+09;
3190;B1953+29;J1955+2908;0.006133;2.97e-20;163.047913;-7.906e-16;104.49;15.30;0.650;0.98;DD;6.303;3.27e+09;
3191;J1955+2912g;J1955+2912g;0.279510;*;3.577690;*;193.00;*;*;0.01;*;7.382;*;
3192;J1955+2930;J1955+2930;1.073878;3.36e-15;0.931205;-2.911e-15;212.40;*;24.000;0.07;*;7.540;5.07e+06;
3193;B1953+50;J1955+5059;0.518938;1.37e-15;1.927013;-5.096e-15;31.98;-23.84;6.000;4.00;*;2.186;5.99e+06;
3194;J1955+6708;J1955+6708;0.008565;1.26e-20;116.748695;-1.717e-16;57.15;*;1.000;*;*;5.302;1.08e+10;
3195;J1955-0907;J1955-0907;0.484000;*;2.066116;*;72.00;*;*;*;*;8.226;*;
3196;J1956+07;J1956+07;5.012480;*;0.199502;*;61.30;*;125.000;*;*;3.163;*;
3197;J1956+0838;J1956+0838;0.303911;2.20e-16;3.290438;-2.381e-15;67.09;-113.50;13.000;0.80;*;3.537;2.19e+07;
3198;J1956+2826g;J1956+2826g;0.071790;*;13.929517;*;112.00;*;*;0.01;*;6.481;*;
3199;J1956+2911g;J1956+2911g;3.816000;*;0.262055;*;265.00;*;*;*;*;8.035;*;
3200;J1956-2752;J1956-2752;0.260014;*;3.845941;*;45.69;*;*;*;*;3.756;*;
3201;J1957+2516;J1957+2516;0.003962;2.74e-20;252.419737;-1.748e-15;44.14;*;*;0.02;ELL1;2.659;2.29e+09;
3202;J1957+2831;J1957+2831;0.307683;3.11e-15;3.250100;-3.285e-14;138.99;-43.70;8.000;1.00;*;6.891;1.57e+06;
3203;J1957+5033;J1957+5033;0.374807;7.08e-15;2.668042;-5.043e-14;*;*;*;*;*;1.365;8.38e+05;
3204;J1957-0002;J1957-0002;0.965096;8.05e-16;1.036166;-8.643e-16;38.44;*;15.600;*;*;1.789;1.90e+07;
3205;J1958+2846;J1958+2846;0.290389;2.12e-13;3.443654;-2.514e-12;*;*;*;*;*;1.950;2.17e+04;
3206;J1958+3033;J1958+3033;1.098581;6.46e-15;0.910265;-5.351e-15;201.90;*;13.000;0.03;*;7.266;2.70e+06;
3207;J1958+56;J1958+56;0.311800;*;3.207184;*;58.10;*;16.000;*;*;4.342;*;
3208;B1957+20;J1959+2048;0.001607;1.69e-20;622.122031;-6.522e-15;29.11;-68.40;0.035;0.29;BT;1.400;1.51e+09;
3209;J1959+3620;J1959+3620;0.406081;3.60e-17;2.462562;-2.183e-16;273.00;*;*;0.40;*;10.888;1.79e+08;
3210;J2000+2920;J2000+2920;3.073783;3.74e-14;0.325332;-3.962e-15;132.30;*;26.000;0.10;*;6.683;1.30e+06;
3211;J2001+0701;J2001+0701;0.006820;1.44e-20;146.628457;-3.092e-16;63.31;-108.70;*;0.23;ELL1;3.782;7.51e+09;
3212;J2001+4209g;J2001+4209g;*;*;*;*;153.00;*;*;*;*;9.325;*;
3213;J2001+4258;J2001+4258;0.719166;1.73e-14;1.390499;-3.350e-14;54.93;*;11.000;*;*;3.756;6.58e+05;
3214;J2001-0349;J2001-0349;1.344724;1.12e-16;0.743647;-6.200e-17;67.00;-79.00;83.000;0.28;*;5.961;1.90e+08;
3215;J2002+1637;J2002+1637;0.276497;2.25e-16;3.616669;-2.943e-15;94.58;-41.30;4.000;*;*;4.897;1.95e+07;
3216;J2002+30;J2002+30;0.421794;*;2.370826;*;187.80;*;26.000;*;*;7.020;*;
3217;B2000+32;J2002+3217;0.696761;1.05e-13;1.435213;-2.166e-13;142.21;-90.20;17.500;1.20;*;6.458;1.05e+05;
3218;B2000+40;J2002+4050;0.905067;1.74e-15;1.104891;-2.123e-15;131.49;145.00;24.800;4.90;*;6.386;8.25e+06;
3219;J2003+2916;J2003+2916;1.009877;3.41e-16;0.990220;-3.344e-16;209.50;*;35.000;0.20;*;7.455;4.69e+07;
3220;J2004+2653;J2004+2653;0.665879;5.67e-17;1.501775;-1.279e-16;160.00;*;14.800;0.06;*;7.665;1.86e+08;
3221;B2002+31;J2004+3137;2.111265;7.46e-14;0.473650;-1.672e-14;234.82;31.50;21.300;1.80;*;8.000;4.49e+05;
3222;J2004+3429;J2004+3429;0.240953;2.07e-13;4.150193;-3.562e-12;351.00;*;*;0.11;*;10.783;1.85e+04;
3223;J2005+3154g;J2005+3154g;*;*;*;*;225.00;*;*;*;*;7.128;*;
3224;J2005+3156g;J2005+3156g;2.146000;*;0.465983;*;337.00;*;*;*;*;10.711;*;
3225;J2005+3411g;J2005+3411g;0.651050;*;1.535980;*;489.00;*;*;0.08;*;17.293;*;
3226;J2005+3547;J2005+3547;0.615034;2.81e-16;1.625927;-7.423e-16;401.60;*;20.800;0.25;*;13.558;3.47e+07;
3227;J2005+3552;J2005+3552;0.307943;2.99e-15;3.247355;-3.153e-14;455.00;*;*;0.21;*;14.651;1.63e+06;
3228;J2005-0020;J2005-0020;2.279661;2.57e-14;0.438662;-4.938e-15;35.93;-65.00;45.000;0.70;*;1.835;1.41e+06;
3229;J2006+0148;J2006+0148;0.002164;3.30e-21;462.201872;-7.060e-16;43.58;*;*;*;ELL1;2.437;1.04e+10;
3230;J2006+22;J2006+22;1.741900;*;0.574086;*;130.56;*;35.000;*;*;9.139;*;
3231;J2006+3102;J2006+3102;0.163695;2.49e-14;6.108913;-9.282e-13;107.16;*;11.800;0.27;*;6.035;1.04e+05;
3232;J2006+4058;J2006+4058;0.499695;2.84e-16;2.001221;-1.138e-15;259.50;*;11.200;*;*;12.650;2.79e+07;
3233;B2003-08;J2006-0807;0.580871;4.60e-17;1.721552;-1.364e-16;32.39;-62.00;76.000;4.70;*;2.000;2.00e+08;
3234;J2007+0809;J2007+0809;0.325724;1.37e-16;3.070080;-1.291e-15;53.39;-133.30;84.000;*;*;3.040;3.77e+07;
3235;J2007+0910;J2007+0910;0.458735;3.32e-16;2.179909;-1.580e-15;48.73;-77.80;6.700;*;*;2.634;2.19e+07;
3236;J2007+20;J2007+20;4.634000;*;0.215796;*;67.00;*;*;*;*;3.806;*;
3237;J2007+2722;J2007+2722;0.024497;9.61e-19;40.820678;-1.602e-15;126.78;-231.82;16.000;2.32;*;7.098;4.04e+08;
3238;J2007+3120;J2007+3120;0.608205;1.56e-14;1.644182;-4.218e-14;191.50;*;8.700;0.12;*;6.906;6.18e+05;
3239;J2008+2513;J2008+2513;0.589196;5.40e-15;1.697230;-1.554e-14;60.56;-116.60;11.000;*;*;4.029;1.73e+06;
3240;J2008+2755g;J2008+2755g;1.519260;*;0.658215;*;155.10;*;*;0.11;*;7.445;*;
3241;J2008+3139;J2008+3139;0.226119;8.28e-17;4.422457;-1.619e-15;223.90;*;3.000;0.04;*;7.154;4.33e+07;
3242;J2008+3758;J2008+3758;4.352303;7.20e-16;0.229763;-3.800e-17;143.00;*;*;*;*;5.923;9.58e+07;
3243;J2009+3122g;J2009+3122g;0.076540;*;13.065064;*;144.10;*;*;0.02;*;6.465;*;
3244;J2009+3326;J2009+3326;1.438369;1.47e-15;0.695232;-7.096e-16;263.60;*;26.700;0.15;*;7.303;1.55e+07;
3245;J2010+2845;J2010+2845;0.565369;9.07e-17;1.768755;-2.838e-16;112.47;-233.00;7.000;0.43;*;6.585;9.87e+07;
3246;J2010+3051;J2010+3051;0.004816;4.87e-21;207.629361;-2.098e-16;133.76;-64.00;0.230;0.10;ELL1;6.450;1.57e+10;
3247;J2010+31;J2010+31;1.551540;*;0.644521;*;252.00;*;*;*;*;7.574;*;
3248;J2010+3230;J2010+3230;1.442448;3.62e-15;0.693266;-1.738e-15;371.80;*;28.800;0.12;*;13.034;6.32e+06;
3249;J2010-1323;J2010-1323;0.005223;4.83e-21;191.450912;-1.769e-16;22.16;-2.90;0.280;0.70;*;2.439;1.72e+10;
3250;J2011+3006g;J2011+3006g;2.505660;*;0.399096;*;14.00;*;*;0.31;*;0.944;*;
3251;J2011+3331;J2011+3331;0.931733;1.79e-15;1.073269;-2.057e-15;298.58;235.60;30.600;0.38;*;8.602;8.27e+06;
3252;J2012-2029;J2012-2029;0.544002;5.48e-16;1.838229;-1.850e-15;37.67;*;18.000;*;*;2.809;1.57e+07;
3253;J2013+3058;J2013+3058;0.276028;1.52e-16;3.622825;-1.994e-15;148.70;-145.00;2.900;0.07;*;6.641;2.88e+07;
3254;J2013+3100g;J2013+3100g;0.368550;*;2.713336;*;158.40;*;*;0.03;*;6.760;*;
3255;B2011+38;J2013+3845;0.230194;8.85e-15;4.344169;-1.670e-13;238.22;78.00;22.700;6.40;*;7.124;4.12e+05;
3256;J2013-0649;J2013-0649;0.580187;6.01e-16;1.723581;-1.785e-15;63.36;*;9.100;*;*;9.574;1.53e+07;
3257;J2014+3326g;J2014+3326g;0.977000;*;1.023541;*;333.00;*;*;*;*;10.726;*;
3258;J2015+0756;J2015+0756;0.004328;6.67e-21;231.054461;-3.560e-16;36.44;-72.30;*;0.20;ELL1;2.086;1.03e+10;
3259;J2015+2524;J2015+2524;2.303299;5.10e-16;0.434160;-9.613e-17;11.00;*;46.000;*;*;0.743;7.16e+07;
3260;J2016+1948;J2016+1948;0.064940;4.01e-19;15.398738;-9.500e-17;33.81;-121.00;1.300;*;BT;2.162;2.57e+09;
3261;J2017+0603;J2017+0603;0.002896;7.99e-21;345.278136;-9.529e-16;23.92;-59.00;*;0.18;ELL1H;1.399;5.74e+09;
3262;J2017+2043;J2017+2043;0.537143;9.96e-16;1.861701;-3.451e-15;60.49;-163.60;17.000;*;*;4.205;8.55e+06;
3263;J2017+2819g;J2017+2819g;1.832460;*;0.545715;*;66.00;*;*;0.05;*;4.873;*;
3264;J2017+3625;J2017+3625;0.166749;1.36e-15;5.997031;-4.891e-14;*;*;*;*;*;*;1.94e+06;
3265;J2017+5906;J2017+5906;0.403478;2.22e-16;2.478448;-1.361e-15;60.28;33.00;20.000;*;*;3.906;2.89e+07;
3266;J2017-0414;J2017-0414;0.040600;*;24.630542;*;30.85;*;1.400;*;*;1.771;*;
3267;J2017-1614;J2017-1614;0.002314;2.45e-21;432.098476;-4.574e-16;25.44;*;*;*;ELL1;1.444;1.50e+10;
3268;J2017-2737;J2017-2737;0.224524;6.10e-15;4.453874;-1.210e-13;25.82;*;13.000;*;*;1.549;5.83e+05;
3269;B2016+28;J2018+2839;0.557953;1.48e-16;1.792264;-4.757e-16;14.20;-34.90;14.900;30.00;*;0.980;5.97e+07;
3270;J2018+3418g;J2018+3418g;2.191600;*;0.456288;*;317.10;*;*;0.01;*;10.394;*;
3271;J2018+3431;J2018+3431;0.387664;1.84e-15;2.579553;-1.222e-14;222.35;*;6.700;0.24;*;6.636;3.34e+06;
3272;J2018-0414;J2018-0414;0.040612;6.60e-20;24.623137;-4.000e-17;30.91;*;*;*;*;1.806;9.75e+09;
3273;J2019+2425;J2019+2425;0.003935;7.02e-21;254.160346;-4.537e-16;17.20;-67.60;0.300;0.26;BT;1.163;8.88e+09;
3274;J2019+72;J2019+72;0.219000;*;4.566210;*;34.88;*;20.000;*;*;2.494;*;
3275;J2021+3651;J2021+3651;0.103741;9.57e-14;9.639395;-8.894e-12;367.50;524.00;9.900;0.10;*;1.800;1.72e+04;
3276;J2021+4024g;J2021+4024g;0.370540;*;2.698764;*;680.50;*;*;0.09;*;25.000;*;
3277;J2021+4026;J2021+4026;0.265318;5.47e-14;3.769067;-7.768e-13;*;*;3.000;*;*;2.150;7.69e+04;
3278;J2022+21;J2022+21;0.803500;*;1.244555;*;73.52;*;24.000;*;*;6.002;*;
3279;J2022+2534;J2022+2534;0.002646;6.16e-21;377.938124;-8.800e-16;53.66;*;0.490;*;ELL1;4.015;6.80e+09;
3280;B2020+28;J2022+2854;0.343402;1.89e-15;2.912038;-1.606e-14;24.63;-75.04;12.000;38.00;*;2.100;2.87e+06;
3281;J2022+3842;J2022+3842;0.048579;8.61e-14;20.585120;-3.648e-11;429.10;270.00;*;*;*;10.000;8.94e+03;
3282;J2022+3845g;J2022+3845g;1.008900;*;0.991179;*;487.50;*;*;0.06;*;17.189;*;
3283;B2021+51;J2022+5154;0.529197;3.06e-15;1.889656;-1.094e-14;22.55;-6.73;7.400;27.00;*;1.800;2.74e+06;
3284;J2023+2853g;J2023+2853g;0.011330;*;88.261253;*;22.80;*;*;0.16;*;1.573;*;
3285;B2022+50;J2023+5037;0.372619;2.51e-15;2.683706;-1.809e-14;32.99;44.84;4.700;2.20;*;2.058;2.35e+06;
3286;J2024+48;J2024+48;1.262000;*;0.792393;*;99.00;*;*;*;*;4.552;*;
3287;J2027+0255;J2027+0255;0.010596;5.27e-20;94.379513;-4.694e-16;51.13;-115.70;*;0.19;*;4.540;3.19e+09;
3288;B2025+21;J2027+2146;0.398173;2.03e-16;2.511471;-1.279e-15;97.09;-210.00;7.400;*;*;10.296;3.11e+07;
3289;J2027+4557;J2027+4557;1.099651;3.09e-16;0.909379;-2.559e-16;229.59;337.00;41.000;1.34;*;9.006;5.63e+07;
3290;J2027+7502;J2027+7502;0.515219;8.89e-16;1.940924;-3.350e-15;11.42;*;30.000;*;*;0.743;9.18e+06;
3291;J2028+3332;J2028+3332;0.176707;4.86e-15;5.659072;-1.556e-13;*;*;*;*;*;*;5.76e+05;
3292;J2029+34;J2029+34;1.819400;*;0.549632;*;97.00;*;*;*;*;5.193;*;
3293;B2027+37;J2029+3744;1.216805;1.23e-14;0.821825;-8.321e-15;190.66;-6.00;22.300;0.60;*;5.771;1.56e+06;
3294;B2028+22;J2030+2228;0.630513;8.85e-16;1.586011;-2.227e-15;71.86;-192.00;14.000;*;*;6.388;1.13e+07;
3295;J2030+3641;J2030+3641;0.200129;6.50e-15;4.996769;-1.623e-13;246.00;514.00;*;0.15;*;6.947;4.88e+05;
3296;J2030+3818g;J2030+3818g;0.133720;*;7.478313;*;596.70;*;*;0.02;*;25.000;*;
3297;J2030+3833g;J2030+3833g;*;*;*;*;417.00;*;*;*;*;15.163;*;
3298;J2030+3929g;J2030+3929g;1.718420;*;0.581930;*;491.90;*;*;0.04;*;25.000;*;
3299;J2030+3944g;J2030+3944g;0.306180;*;3.266053;*;937.40;*;*;0.22;*;25.000;*;
3300;J2030+4415;J2030+4415;0.227070;6.48e-15;4.403925;-1.258e-13;*;*;*;*;*;0.720;5.55e+05;
3301;J2030+55;J2030+55;0.579000;*;1.727116;*;59.43;*;19.000;*;*;3.423;*;
3302;J2032+0701;J2032+0701;0.409576;1.59e-16;2.441547;-9.473e-16;73.79;94.00;*;0.03;*;25.000;4.08e+07;
3303;J2032+4127;J2032+4127;0.143246;1.13e-14;6.980975;-5.510e-13;114.67;215.00;*;*;BT;1.330;2.01e+05;
3304;J2033+0042;J2033+0042;5.013400;9.69e-15;0.199465;-3.856e-16;37.84;-71.00;114.000;*;*;2.934;8.20e+06;
3305;J2033+1734;J2033+1734;0.005949;1.11e-20;168.096678;-3.150e-16;25.09;-71.50;*;0.28;DD;1.740;8.46e+09;
3306;J2033-1938;J2033-1938;1.281719;4.55e-16;0.780202;-2.770e-16;23.47;-17.70;11.000;*;*;1.525;4.46e+07;
3307;J2034+3632;J2034+3632;0.003650;1.72e-21;273.950000;-1.290e-16;*;*;*;*;*;*;3.36e+10;
3308;J2036+2835;J2036+2835;1.358727;2.09e-15;0.735983;-1.132e-15;84.22;-158.14;25.000;0.15;*;6.741;1.03e+07;
3309;J2036+6646;J2036+6646;0.501927;9.40e-16;1.992321;-3.731e-15;50.76;*;19.500;*;*;3.230;8.46e+06;
3310;B2034+19;J2037+1942;2.074377;2.04e-15;0.482072;-4.741e-16;36.89;-110.70;16.000;*;*;2.794;1.61e+07;
3311;B2035+36;J2037+3621;0.618715;4.50e-15;1.616253;-1.176e-14;93.56;252.20;10.700;0.80;*;4.851;2.18e+06;
3312;J2038+35;J2038+35;0.160000;*;6.250000;*;57.91;*;5.000;*;*;3.814;*;
3313;B2036+53;J2038+5319;1.424568;9.44e-16;0.701967;-4.653e-16;160.20;-103.05;23.700;0.30;*;8.185;2.39e+07;
3314;J2038-3816;J2038-3816;1.577289;4.16e-15;0.633999;-1.673e-15;33.96;21.00;26.000;0.30;*;3.588;6.00e+06;
3315;J2039-3616;J2039-3616;0.003275;8.41e-21;305.339638;-7.845e-16;23.96;-14.50;0.270;0.50;ELL1;1.705;6.17e+09;
3316;J2039-5617;J2039-5617;0.002651;1.42e-20;377.229363;-2.016e-15;24.57;*;*;0.58;ELL1;1.800;2.97e+09;
3317;J2040+1657;J2040+1657;0.865606;5.95e-16;1.155260;-7.940e-16;50.69;-98.00;17.000;*;*;4.450;2.31e+07;
3318;J2040-21;J2040-21;0.563000;*;1.776199;*;23.87;*;22.000;*;*;1.660;*;
3319;J2042+0246;J2042+0246;0.004534;1.40e-20;220.569096;-6.826e-16;9.27;-21.00;*;0.06;ELL1;0.640;5.12e+09;
3320;J2043+1711;J2043+1711;0.002380;5.24e-21;420.189443;-9.259e-16;20.71;-73.04;*;0.12;ELL1;1.389;7.19e+09;
3321;J2043+2740;J2043+2740;0.096131;1.27e-15;10.402519;-1.374e-13;21.02;-96.10;1.400;*;*;1.480;1.20e+06;
3322;J2043+7045;J2043+7045;0.588000;*;1.700680;*;57.64;*;37.000;*;*;3.999;*;
3323;J2044+28;J2044+28;1.618000;*;0.618047;*;90.30;*;31.000;*;*;8.599;*;
3324;J2044+4614;J2044+4614;1.392715;6.30e-16;0.718022;-3.248e-16;315.40;110.50;104.000;*;*;8.952;3.50e+07;
3325;J2045+0912;J2045+0912;0.395555;1.95e-16;2.528093;-1.248e-15;31.78;-84.70;10.000;*;*;2.460;3.21e+07;
3326;J2045+3633;J2045+3633;0.031682;5.88e-19;31.563821;-5.863e-16;129.53;-266.00;*;*;DDGR;5.629;8.53e+08;
3327;J2045-68;J2045-68;0.002960;*;337.837838;*;21.20;*;*;*;*;1.273;*;
3328;B2044+15;J2046+1540;1.138286;1.82e-16;0.878514;-1.407e-16;39.82;-90.20;9.600;1.70;*;3.226;9.89e+07;
3329;B2045+56;J2046+5708;0.476735;1.11e-14;2.097602;-4.893e-14;101.79;1.25;14.000;0.30;*;4.339;6.79e+05;
3330;B2043-04;J2046-0421;1.546938;1.47e-15;0.646438;-6.149e-16;35.80;-1.00;20.800;1.70;*;5.400;1.67e+07;
3331;J2047+1053;J2047+1053;0.004286;2.08e-20;233.321703;-1.132e-15;34.60;*;*;*;BT;2.794;3.26e+09;
3332;J2047+5029;J2047+5029;0.445945;4.18e-15;2.242431;-2.100e-14;107.68;-121.00;*;0.38;*;3.973;1.69e+06;
3333;J2048+2255;J2048+2255;0.283901;1.52e-17;3.522355;-1.881e-16;70.69;*;5.300;*;*;7.648;2.97e+08;
3334;J2048+4951;J2048+4951;0.568301;5.29e-15;1.759631;-1.638e-14;222.80;-196.00;*;0.12;*;6.777;1.70e+06;
3335;B2045-16;J2048-1616;1.961572;1.10e-14;0.509795;-2.848e-15;11.46;-10.00;12.000;22.00;*;0.950;2.84e+06;
3336;J2050+1259;J2050+1259;1.221020;5.04e-16;0.818987;-3.380e-16;52.40;-80.00;61.000;0.05;*;5.829;3.84e+07;
3337;J2051+1248;J2051+1248;0.553167;1.90e-17;1.807771;-6.209e-17;43.45;*;54.000;*;*;4.077;4.61e+08;
3338;J2051+4434g;J2051+4434g;1.303160;*;0.767365;*;616.00;*;*;0.34;*;25.000;*;
3339;J2051+50;J2051+50;0.001680;*;595.238095;*;23.90;*;*;*;*;1.437;*;
3340;J2051-0827;J2051-0827;0.004509;1.27e-20;221.796284;-6.264e-16;20.73;-46.00;0.440;2.80;ELL1;1.469;5.61e+09;
3341;J2052+1219;J2052+1219;0.001985;6.70e-21;503.713303;-1.701e-15;41.96;*;*;*;ELL1;3.916;4.69e+09;
3342;J2052+4421g;J2052+4421g;0.375310;*;2.664464;*;547.00;-276.70;45.500;0.28;*;25.000;*;
3343;J2053+1718;J2053+1718;0.119268;2.86e-19;8.384496;-2.014e-17;26.98;-5.00;1.700;0.00;*;2.087;6.60e+09;
3344;J2053+4650;J2053+4650;0.012586;1.72e-19;79.451623;-1.088e-15;98.08;-174.00;*;*;DDH;3.810;1.16e+09;
3345;J2053+4718;J2053+4718;4.910379;1.48e-14;0.203650;-6.140e-16;331.30;-792.00;57.500;*;*;8.901;5.26e+06;
3346;B2048-72;J2053-7200;0.341336;1.98e-16;2.929661;-1.696e-15;17.30;17.00;25.000;6.00;*;1.029;2.74e+07;
3347;J2054-39;J2054-39;0.977000;*;1.023541;*;24.90;*;9.000;*;*;2.046;*;
3348;J2055+15;J2055+15;0.002160;2.02e-20;462.962963;-4.327e-15;40.20;*;*;*;*;3.633;1.70e+09;
3349;B2053+21;J2055+2209;0.815181;1.34e-15;1.226721;-2.017e-15;36.35;-89.40;16.900;*;*;2.999;9.64e+06;
3350;J2055+2539;J2055+2539;0.319561;4.10e-15;3.129289;-4.017e-14;*;*;*;*;*;0.620;1.23e+06;
3351;B2053+36;J2055+3630;0.221508;3.69e-16;4.514517;-7.523e-15;97.42;-63.40;7.200;2.60;*;5.000;9.51e+06;
3352;J2055+3829;J2055+3829;0.002089;1.00e-21;478.631428;-2.290e-16;91.83;*;*;*;ELL1;4.588;3.31e+10;
3353;J2057+21;J2057+21;1.166700;*;0.857118;*;73.31;*;23.000;*;*;25.000;*;
3354;J2057+4701;J2057+4701;0.559574;5.60e-14;1.787075;-1.790e-13;219.00;*;*;*;*;4.934;1.58e+05;
3355;J2102+38;J2102+38;1.190000;*;0.840336;*;86.30;-74.00;37.000;*;*;4.658;*;
3356;J2105+07;J2105+07;3.746630;*;0.266907;*;52.60;*;126.000;*;*;25.000;*;
3357;J2105+19;J2105+19;3.529700;*;0.283310;*;35.00;*;35.000;*;*;3.028;*;
3358;J2105+28;J2105+28;0.405737;*;2.464651;*;62.48;*;7.000;*;*;5.848;*;
3359;J2105+6223;J2105+6223;2.304879;5.22e-15;0.433862;-9.824e-16;50.75;*;*;*;*;2.723;7.00e+06;
3360;B2106+44;J2108+4441;0.414871;8.62e-17;2.410390;-5.009e-16;139.83;-433.00;27.200;5.40;*;4.346;7.62e+07;
3361;J2108+4516;J2108+4516;0.577231;4.37e-15;1.732409;-1.311e-14;83.54;*;15.100;*;DD;3.268;2.09e+06;
3362;J2108-3429;J2108-3429;1.423102;3.50e-15;0.702690;-1.730e-15;30.22;93.00;14.000;0.50;*;3.884;6.44e+06;
3363;J2111+2106;J2111+2106;3.953853;3.24e-15;0.252918;-2.073e-16;59.30;-75.00;40.000;*;*;8.408;1.93e+07;
3364;J2111+2132;J2111+2132;1.059532;4.60e-16;0.943813;-4.100e-16;78.60;90.00;*;0.01;*;25.000;3.65e+07;
3365;J2111+40;J2111+40;4.061000;*;0.246245;*;120.00;*;*;*;*;5.279;*;
3366;J2111+4606;J2111+4606;0.157830;1.43e-13;6.335934;-5.742e-12;*;*;*;*;*;*;1.75e+04;
3367;J2112+0740;J2112+0740;0.275361;6.09e-17;3.631598;-8.037e-16;24.91;34.00;*;0.09;*;2.101;7.16e+07;
3368;J2112+4058;J2112+4058;4.060755;6.99e-15;0.246260;-4.240e-16;129.00;*;43.610;*;*;5.221;9.20e+06;
3369;B2110+27;J2113+2754;1.202852;2.62e-15;0.831358;-1.813e-15;25.11;-60.20;13.000;1.10;*;1.420;7.27e+06;
3370;B2111+46;J2113+4644;1.014685;7.15e-16;0.985528;-6.941e-16;141.26;-218.70;32.100;19.00;*;2.200;2.25e+07;
3371;J2113+67;J2113+67;0.552170;*;1.811036;*;54.98;*;9.000;*;*;2.890;*;
3372;J2113+73;J2113+73;*;*;*;*;42.40;*;*;*;*;2.625;*;
3373;J2115+5448;J2115+5448;0.002603;7.49e-20;384.190302;-1.106e-14;77.41;*;*;*;ELL1;3.106;5.51e+08;
3374;J2116+1345;J2116+1345;0.002219;1.76e-21;450.752800;-3.580e-16;30.29;*;*;*;ELL1;2.732;1.99e+10;
3375;B2113+14;J2116+1414;0.440153;2.89e-16;2.271937;-1.493e-15;56.20;-39.00;8.600;0.80;*;25.000;2.41e+07;
3376;J2116+3701;J2116+3701;0.145884;5.27e-15;6.854753;-2.475e-13;43.70;*;*;*;*;2.903;4.39e+05;
3377;J2122+2426;J2122+2426;0.541421;1.27e-16;1.846991;-4.332e-16;8.50;*;19.500;*;*;0.585;6.75e+07;
3378;J2123+36;J2123+36;1.294000;*;0.772798;*;108.70;*;21.000;*;*;13.193;*;
3379;J2123+5434;J2123+5434;0.138868;1.74e-19;7.201079;-9.000e-18;31.76;*;2.400;*;*;1.811;1.27e+10;
